ELU-STR;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Enveloppe : Réactions aux appuis;;;;;;;;;;;;;;;;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;;;;;;;;;;;;;;;;
Point;Nom point;RFxmin;Cas;RFxmax;Cas;RFymin;Cas;RFymax;Cas;RFzmin;Cas;RFzmax;Cas;;;;;;;
-;-;daN;-;daN;-;daN;-;daN;-;daN;-;daN;-;;;;;;;
1579;K_92;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-37;14: G+0.8Q-(0.3Ex+Ey);37;5: G+(0.3Ex+Ey);1008;2: G-(Ex+0.3Ey);1100;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1270;A_93;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-21;6: G-(0.3Ex+Ey);21;13: G+0.8Q+(0.3Ex+Ey);709;2: G-(Ex+0.3Ey);846;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1585;K_93;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-37;14: G+0.8Q-(0.3Ex+Ey);37;5: G+(0.3Ex+Ey);666;2: G-(Ex+0.3Ey);879;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1269;A_94;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-20;6: G-(0.3Ex+Ey);20;13: G+0.8Q+(0.3Ex+Ey);869;2: G-(Ex+0.3Ey);986;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1596;K_94;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-36;14: G+0.8Q-(0.3Ex+Ey);36;5: G+(0.3Ex+Ey);830;2: G-(Ex+0.3Ey);1013;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1268;A_95;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-18;6: G-(0.3Ex+Ey);19;13: G+0.8Q+(0.3Ex+Ey);670;10: G+0.8Q-(Ex+0.3Ey);1049;1: G+(Ex+0.3Ey);;;;;;;
1591;K_95;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-35;14: G+0.8Q-(0.3Ex+Ey);35;5: G+(0.3Ex+Ey);567;10: G+0.8Q-(Ex+0.3Ey);1159;1: G+(Ex+0.3Ey);;;;;;;
1267;A_96;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-21;6: G-(0.3Ex+Ey);21;13: G+0.8Q+(0.3Ex+Ey);-715;10: G+0.8Q-(Ex+0.3Ey);1822;1: G+(Ex+0.3Ey);;;;;;;
1531;K_96;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-46;14: G+0.8Q-(0.3Ex+Ey);45;5: G+(0.3Ex+Ey);-1372;10: G+0.8Q-(Ex+0.3Ey);2580;1: G+(Ex+0.3Ey);;;;;;;
;;;;;;;;;;;;;;;;;;;;
EX;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Enveloppe : Réactions aux appuis;;;;;;;;;;;;;;;;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;;;;;;;;;;;;;;;;
Point;Nom point;RFxmin;Cas;RFxmax;Cas;RFymin;Cas;RFymax;Cas;RFzmin;Cas;RFzmax;Cas;;;;;;;
-;-;daN;-;daN;-;daN;-;daN;-;daN;-;daN;-;;;;;;;
989;A_11;-1;2: -(Ex);1;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
1309;K_11;-1;2: -(Ex);1;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
990;A_12;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
1306;K_12;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
991;A_13;0;2: -(Ex);0;1: +(Ex);0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
1313;K_13;0;2: -(Ex);0;1: +(Ex);0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
992;A_14;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);;;;;;;
1332;K_14;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);;;;;;;
993;A_15;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1337;K_15;0;2: -(Ex);0;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
994;A_16;-1;2: -(Ex);1;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1352;K_16;-1;2: -(Ex);1;1: +(Ex);-6;2: -(Ex);6;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1176;A_21;-1;2: -(Ex);1;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1356;K_21;-1;2: -(Ex);1;1: +(Ex);-6;2: -(Ex);6;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1177;A_22;0;2: -(Ex);0;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1302;K_22;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1178;A_23;0;2: -(Ex);0;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1323;K_23;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);;;;;;;
1179;A_24;0;2: -(Ex);0;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
1366;K_24;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
1180;A_25;0;2: -(Ex);0;1: +(Ex);-5;2: -(Ex);5;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
1371;K_25;0;2: -(Ex);0;1: +(Ex);-6;2: -(Ex);6;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);;;;;;;
1181;A_26;-1;2: -(Ex);1;1: +(Ex);-9;2: -(Ex);9;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);;;;;;;
1380;K_26;-1;2: -(Ex);1;1: +(Ex);-12;2: -(Ex);12;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);;;;;;;
995;A_31;-1;2: -(Ex);1;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-6;2: -(Ex);6;1: +(Ex);;;;;;;
1385;K_31;-1;2: -(Ex);1;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-9;2: -(Ex);9;1: +(Ex);;;;;;;
996;A_32;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-34;2: -(Ex);34;1: +(Ex);;;;;;;
1402;K_32;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-51;2: -(Ex);51;1: +(Ex);;;;;;;
997;A_33;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-69;2: -(Ex);69;1: +(Ex);;;;;;;
1409;K_33;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-104;2: -(Ex);104;1: +(Ex);;;;;;;
998;A_34;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-55;2: -(Ex);55;1: +(Ex);;;;;;;
1414;K_34;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-83;2: -(Ex);83;1: +(Ex);;;;;;;
999;A_35;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-193;2: -(Ex);193;1: +(Ex);;;;;;;
1420;K_35;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-292;2: -(Ex);292;1: +(Ex);;;;;;;
1000;A_36;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1280;2: -(Ex);1280;1: +(Ex);;;;;;;
1438;K_36;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1935;2: -(Ex);1935;1: +(Ex);;;;;;;
1019;A_41;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1280;2: -(Ex);1280;1: +(Ex);;;;;;;
1397;K_41;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1935;2: -(Ex);1935;1: +(Ex);;;;;;;
1020;A_42;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-202;2: -(Ex);202;1: +(Ex);;;;;;;
1457;K_42;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-305;2: -(Ex);305;1: +(Ex);;;;;;;
1021;A_43;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-46;2: -(Ex);46;1: +(Ex);;;;;;;
1326;K_43;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-71;2: -(Ex);71;1: +(Ex);;;;;;;
1022;A_44;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-62;2: -(Ex);62;1: +(Ex);;;;;;;
1466;K_44;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-94;2: -(Ex);94;1: +(Ex);;;;;;;
1023;A_45;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-57;2: -(Ex);57;1: +(Ex);;;;;;;
1472;K_45;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-83;2: -(Ex);83;1: +(Ex);;;;;;;
1024;A_46;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-142;2: -(Ex);142;1: +(Ex);;;;;;;
1480;K_46;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-197;2: -(Ex);197;1: +(Ex);;;;;;;
1043;A_51;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-129;2: -(Ex);129;1: +(Ex);;;;;;;
1347;K_51;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-179;2: -(Ex);179;1: +(Ex);;;;;;;
1044;A_52;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-11;2: -(Ex);11;1: +(Ex);;;;;;;
1374;K_52;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-18;2: -(Ex);18;1: +(Ex);;;;;;;
1045;A_53;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-73;2: -(Ex);73;1: +(Ex);;;;;;;
1451;K_53;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-108;2: -(Ex);108;1: +(Ex);;;;;;;
1046;A_54;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-61;2: -(Ex);61;1: +(Ex);;;;;;;
1485;K_54;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-90;2: -(Ex);90;1: +(Ex);;;;;;;
1047;A_55;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-194;2: -(Ex);194;1: +(Ex);;;;;;;
1497;K_55;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-288;2: -(Ex);288;1: +(Ex);;;;;;;
1048;A_56;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1269;2: -(Ex);1269;1: +(Ex);;;;;;;
1342;K_56;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1887;2: -(Ex);1887;1: +(Ex);;;;;;;
1622;K_61;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1887;2: -(Ex);1887;1: +(Ex);;;;;;;
1625;K_62;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-288;2: -(Ex);288;1: +(Ex);;;;;;;
1626;K_63;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-86;2: -(Ex);86;1: +(Ex);;;;;;;
1627;K_64;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-102;2: -(Ex);102;1: +(Ex);;;;;;;
1628;K_65;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-53;2: -(Ex);53;1: +(Ex);;;;;;;
1623;K_66;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-11;2: -(Ex);11;1: +(Ex);;;;;;;
1624;K_71;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-9;2: -(Ex);9;1: +(Ex);;;;;;;
1629;K_72;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-41;2: -(Ex);41;1: +(Ex);;;;;;;
1630;K_73;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-87;2: -(Ex);87;1: +(Ex);;;;;;;
1433;K_74;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-67;2: -(Ex);67;1: +(Ex);;;;;;;
1247;A_75;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-83;2: -(Ex);83;1: +(Ex);;;;;;;
1390;K_75;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-265;2: -(Ex);265;1: +(Ex);;;;;;;
1248;A_76;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-348;2: -(Ex);348;1: +(Ex);;;;;;;
1537;K_76;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1660;2: -(Ex);1660;1: +(Ex);;;;;;;
1249;A_77;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1689;2: -(Ex);1689;1: +(Ex);;;;;;;
1103;A_81;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1082;2: -(Ex);1082;1: +(Ex);;;;;;;
1543;K_81;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-1662;2: -(Ex);1662;1: +(Ex);;;;;;;
1104;A_82;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-167;2: -(Ex);167;1: +(Ex);;;;;;;
1562;K_82;0;2: -(Ex);0;1: +(Ex);-2;2: -(Ex);2;1: +(Ex);-256;2: -(Ex);256;1: +(Ex);;;;;;;
1105;A_83;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-45;2: -(Ex);45;1: +(Ex);;;;;;;
1566;K_83;0;2: -(Ex);0;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-69;2: -(Ex);69;1: +(Ex);;;;;;;
1106;A_84;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-54;2: -(Ex);54;1: +(Ex);;;;;;;
1573;K_84;0;2: -(Ex);0;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-84;2: -(Ex);84;1: +(Ex);;;;;;;
1107;A_85;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-36;2: -(Ex);36;1: +(Ex);;;;;;;
1361;K_85;0;2: -(Ex);0;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-55;2: -(Ex);55;1: +(Ex);;;;;;;
1108;A_86;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-58;2: -(Ex);58;1: +(Ex);;;;;;;
1554;K_86;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-82;2: -(Ex);82;1: +(Ex);;;;;;;
1265;A_91;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-45;2: -(Ex);45;1: +(Ex);;;;;;;
1427;K_91;0;2: -(Ex);0;1: +(Ex);-5;2: -(Ex);5;1: +(Ex);-62;2: -(Ex);62;1: +(Ex);;;;;;;
1266;A_92;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-23;2: -(Ex);23;1: +(Ex);;;;;;;
1579;K_92;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-36;2: -(Ex);36;1: +(Ex);;;;;;;
1270;A_93;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-61;2: -(Ex);61;1: +(Ex);;;;;;;
1585;K_93;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-96;2: -(Ex);96;1: +(Ex);;;;;;;
1269;A_94;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-54;2: -(Ex);54;1: +(Ex);;;;;;;
1596;K_94;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-83;2: -(Ex);83;1: +(Ex);;;;;;;
1268;A_95;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-167;2: -(Ex);167;1: +(Ex);;;;;;;
1591;K_95;0;2: -(Ex);0;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);-263;2: -(Ex);263;1: +(Ex);;;;;;;
1267;A_96;0;2: -(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-1115;2: -(Ex);1115;1: +(Ex);;;;;;;
1531;K_96;0;2: -(Ex);0;1: +(Ex);-5;2: -(Ex);5;1: +(Ex);-1759;2: -(Ex);1759;1: +(Ex);;;;;;;
;;;;;;;;;;;;;;;;;;;;
EY;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Enveloppe : Réactions aux appuis;;;;;;;;;;;;;;;;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;;;;;;;;;;;;;;;;
Point;Nom point;RFxmin;Cas;RFxmax;Cas;RFymin;Cas;RFymax;Cas;RFzmin;Cas;RFzmax;Cas;;;;;;;
-;-;daN;-;daN;-;daN;-;daN;-;daN;-;daN;-;;;;;;;
989;A_11;-1;2: -(+Ey);1;1: +(+Ey);-42;2: -(+Ey);42;1: +(+Ey);-1;2: -(+Ey);1;1: +(+Ey);;;;;;;
1309;K_11;-1;2: -(+Ey);1;1: +(+Ey);-42;2: -(+Ey);42;1: +(+Ey);-1;2: -(+Ey);1;1: +(+Ey);;;;;;;
990;A_12;0;2: -(+Ey);0;1: +(+Ey);-23;2: -(+Ey);23;1: +(+Ey);-5;2: -(+Ey);5;1: +(+Ey);;;;;;;
1306;K_12;0;2: -(+Ey);0;1: +(+Ey);-23;2: -(+Ey);23;1: +(+Ey);-4;2: -(+Ey);4;1: +(+Ey);;;;;;;
991;A_13;0;2: -(+Ey);0;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-5;2: -(+Ey);5;1: +(+Ey);;;;;;;
1313;K_13;0;2: -(+Ey);0;1: +(+Ey);-18;2: -(+Ey);18;1: +(+Ey);-4;2: -(+Ey);4;1: +(+Ey);;;;;;;
992;A_14;0;2: -(+Ey);0;1: +(+Ey);-17;2: -(+Ey);17;1: +(+Ey);-3;2: -(+Ey);3;1: +(+Ey);;;;;;;
1332;K_14;0;2: -(+Ey);0;1: +(+Ey);-17;2: -(+Ey);17;1: +(+Ey);-3;2: -(+Ey);3;1: +(+Ey);;;;;;;
993;A_15;0;2: -(+Ey);0;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-7;2: -(+Ey);7;1: +(+Ey);;;;;;;
1337;K_15;0;2: -(+Ey);0;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-6;2: -(+Ey);6;1: +(+Ey);;;;;;;
994;A_16;-1;2: -(+Ey);1;1: +(+Ey);-34;2: -(+Ey);34;1: +(+Ey);-2;2: -(+Ey);2;1: +(+Ey);;;;;;;
1352;K_16;-1;2: -(+Ey);1;1: +(+Ey);-35;2: -(+Ey);35;1: +(+Ey);-2;2: -(+Ey);2;1: +(+Ey);;;;;;;
1176;A_21;-1;2: -(+Ey);1;1: +(+Ey);-35;2: -(+Ey);35;1: +(+Ey);-2;2: -(+Ey);2;1: +(+Ey);;;;;;;
1356;K_21;-1;2: -(+Ey);1;1: +(+Ey);-36;2: -(+Ey);36;1: +(+Ey);-2;2: -(+Ey);2;1: +(+Ey);;;;;;;
1177;A_22;0;2: -(+Ey);0;1: +(+Ey);-20;2: -(+Ey);20;1: +(+Ey);-6;2: -(+Ey);6;1: +(+Ey);;;;;;;
1302;K_22;0;2: -(+Ey);0;1: +(+Ey);-21;2: -(+Ey);21;1: +(+Ey);-6;2: -(+Ey);6;1: +(+Ey);;;;;;;
1178;A_23;0;2: -(+Ey);0;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-2;2: -(+Ey);2;1: +(+Ey);;;;;;;
1323;K_23;-1;2: -(+Ey);1;1: +(+Ey);-20;2: -(+Ey);20;1: +(+Ey);-2;2: -(+Ey);2;1: +(+Ey);;;;;;;
1179;A_24;0;2: -(+Ey);0;1: +(+Ey);-22;2: -(+Ey);22;1: +(+Ey);0;2: -(+Ey);0;1: +(+Ey);;;;;;;
1366;K_24;-1;2: -(+Ey);1;1: +(+Ey);-23;2: -(+Ey);23;1: +(+Ey);0;2: -(+Ey);0;1: +(+Ey);;;;;;;
1180;A_25;0;2: -(+Ey);0;1: +(+Ey);-29;2: -(+Ey);29;1: +(+Ey);-3;2: -(+Ey);3;1: +(+Ey);;;;;;;
1371;K_25;-1;2: -(+Ey);1;1: +(+Ey);-31;2: -(+Ey);31;1: +(+Ey);-3;2: -(+Ey);3;1: +(+Ey);;;;;;;
1181;A_26;-1;2: -(+Ey);1;1: +(+Ey);-54;2: -(+Ey);54;1: +(+Ey);-5;2: -(+Ey);5;1: +(+Ey);;;;;;;
1380;K_26;-1;2: -(+Ey);1;1: +(+Ey);-59;2: -(+Ey);59;1: +(+Ey);-5;2: -(+Ey);5;1: +(+Ey);;;;;;;
995;A_31;0;2: -(+Ey);0;1: +(+Ey);-29;2: -(+Ey);29;1: +(+Ey);-2;2: -(+Ey);2;1: +(+Ey);;;;;;;
1385;K_31;0;2: -(+Ey);0;1: +(+Ey);-29;2: -(+Ey);29;1: +(+Ey);-3;2: -(+Ey);3;1: +(+Ey);;;;;;;
996;A_32;0;2: -(+Ey);0;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-12;2: -(+Ey);12;1: +(+Ey);;;;;;;
1402;K_32;0;2: -(+Ey);0;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-15;2: -(+Ey);15;1: +(+Ey);;;;;;;
997;A_33;0;2: -(+Ey);0;1: +(+Ey);-16;2: -(+Ey);16;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);;;;;;;
1409;K_33;0;2: -(+Ey);0;1: +(+Ey);-18;2: -(+Ey);18;1: +(+Ey);-26;2: -(+Ey);26;1: +(+Ey);;;;;;;
998;A_34;0;2: -(+Ey);0;1: +(+Ey);-14;2: -(+Ey);14;1: +(+Ey);-18;2: -(+Ey);18;1: +(+Ey);;;;;;;
1414;K_34;0;2: -(+Ey);0;1: +(+Ey);-21;2: -(+Ey);21;1: +(+Ey);-23;2: -(+Ey);23;1: +(+Ey);;;;;;;
999;A_35;0;2: -(+Ey);0;1: +(+Ey);-14;2: -(+Ey);14;1: +(+Ey);-61;2: -(+Ey);61;1: +(+Ey);;;;;;;
1420;K_35;0;2: -(+Ey);0;1: +(+Ey);-27;2: -(+Ey);27;1: +(+Ey);-80;2: -(+Ey);80;1: +(+Ey);;;;;;;
1000;A_36;0;2: -(+Ey);0;1: +(+Ey);-23;2: -(+Ey);23;1: +(+Ey);-390;2: -(+Ey);390;1: +(+Ey);;;;;;;
1438;K_36;0;2: -(+Ey);0;1: +(+Ey);-45;2: -(+Ey);45;1: +(+Ey);-520;2: -(+Ey);520;1: +(+Ey);;;;;;;
1019;A_41;0;2: -(+Ey);0;1: +(+Ey);-25;2: -(+Ey);25;1: +(+Ey);-388;2: -(+Ey);388;1: +(+Ey);;;;;;;
1397;K_41;0;2: -(+Ey);0;1: +(+Ey);-48;2: -(+Ey);48;1: +(+Ey);-518;2: -(+Ey);518;1: +(+Ey);;;;;;;
1020;A_42;0;2: -(+Ey);0;1: +(+Ey);-22;2: -(+Ey);22;1: +(+Ey);-66;2: -(+Ey);66;1: +(+Ey);;;;;;;
1457;K_42;0;2: -(+Ey);0;1: +(+Ey);-40;2: -(+Ey);40;1: +(+Ey);-87;2: -(+Ey);87;1: +(+Ey);;;;;;;
1021;A_43;0;2: -(+Ey);0;1: +(+Ey);-25;2: -(+Ey);25;1: +(+Ey);-8;2: -(+Ey);8;1: +(+Ey);;;;;;;
1326;K_43;0;2: -(+Ey);0;1: +(+Ey);-43;2: -(+Ey);43;1: +(+Ey);-12;2: -(+Ey);12;1: +(+Ey);;;;;;;
1022;A_44;0;2: -(+Ey);0;1: +(+Ey);-26;2: -(+Ey);26;1: +(+Ey);-14;2: -(+Ey);14;1: +(+Ey);;;;;;;
1466;K_44;0;2: -(+Ey);0;1: +(+Ey);-45;2: -(+Ey);45;1: +(+Ey);-20;2: -(+Ey);20;1: +(+Ey);;;;;;;
1023;A_45;0;2: -(+Ey);0;1: +(+Ey);-25;2: -(+Ey);25;1: +(+Ey);-29;2: -(+Ey);29;1: +(+Ey);;;;;;;
1472;K_45;0;2: -(+Ey);0;1: +(+Ey);-46;2: -(+Ey);46;1: +(+Ey);-37;2: -(+Ey);37;1: +(+Ey);;;;;;;
1024;A_46;0;2: -(+Ey);0;1: +(+Ey);-33;2: -(+Ey);33;1: +(+Ey);-144;2: -(+Ey);144;1: +(+Ey);;;;;;;
1480;K_46;0;2: -(+Ey);0;1: +(+Ey);-63;2: -(+Ey);63;1: +(+Ey);-166;2: -(+Ey);166;1: +(+Ey);;;;;;;
1043;A_51;0;2: -(+Ey);0;1: +(+Ey);-33;2: -(+Ey);33;1: +(+Ey);-142;2: -(+Ey);142;1: +(+Ey);;;;;;;
1347;K_51;0;2: -(+Ey);0;1: +(+Ey);-64;2: -(+Ey);64;1: +(+Ey);-165;2: -(+Ey);165;1: +(+Ey);;;;;;;
1044;A_52;0;2: -(+Ey);0;1: +(+Ey);-28;2: -(+Ey);28;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);;;;;;;
1374;K_52;0;2: -(+Ey);0;1: +(+Ey);-50;2: -(+Ey);50;1: +(+Ey);-23;2: -(+Ey);23;1: +(+Ey);;;;;;;
1045;A_53;0;2: -(+Ey);0;1: +(+Ey);-30;2: -(+Ey);30;1: +(+Ey);-11;2: -(+Ey);11;1: +(+Ey);;;;;;;
